FID,OBJECTID,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,Shape_Leng
12987,57084,427844,2013,1,10,2013-01-10,05:30:00,3,LA,22,0,1,0,0,0.2,0.0,30.265,-91.901,30.288,-91.879,2.06,50,0.031827668
12988,57085,427843,2013,1,10,2013-01-10,05:51:00,3,LA,22,0,1,0,0,0.1,0.0,29.952,-91.779,30.026,-91.744,5.53,50,0.081859655
13974,57086,428684,2013,1,10,2013-01-10,07:35:00,3,LA,22,0,0,0,0,0.015,0.0,30.2757,-91.2112,30.2757,-91.2112,0.3,100,0
11971,57088,419553,2013,1,12,2013-01-12,23:30:00,3,LA,22,0,1,2,0,0.12,0.0,32.1843,-93.5888,32.2565,-93.5032,7.06,300,0.11198306
26956,57087,422504,2013,1,12,2013-01-12,15:18:00,3,KY,21,0,2,0,0,0.1,0.0,37.2784,-88.3739,37.2958,-88.3489,1.83,200,0.03045916
12989,57089,430076,2013,1,13,2013-01-13,12:15:00,3,LA,22,0,1,0,0,0.1,0.0,30.255,-91.828,30.257,-91.822,0.38,25,0.006324556
13975,57090,428700,2013,1,13,2013-01-13,13:19:00,3,LA,22,0,0,0,0,0.04,0.0,30.6496,-91.1972,30.7651,-91.0451,12.46,40,0.190983449
14985,57092,428702,2013,1,13,2013-01-13,16:45:00,3,MS,28,0,1,0,0,0.04,0.0,30.8123,-89.5046,30.8252,-89.4967,1.0,150,0.015126801
15990,57093,431498,2013,1,13,2013-01-13,18:15:00,3,MS,28,0,1,0,0,0.1,0.0,31.5899,-88.5258,31.6265,-88.4884,3.35,200,0.052328972
25955,57091,428322,2013,1,13,2013-01-13,15:36:00,3,TN,47,0,0,0,0,0.025,0.01,35.7164,-86.6692,35.7199,-86.6412,1.59,100,0.028217909
9998,57102,423332,2013,1,29,2013-01-29,18:15:00,3,TX,48,0,0,0,0,0.005,0.0,32.6993,-95.5502,32.7014,-95.5481,0.19,325,0.002969849
12990,57104,422562,2013,1,29,2013-01-29,20:01:00,3,AR,5,0,0,0,0,0.01,0.0,34.4992,-92.1013,34.5474,-92.03,5.25,50,0.086063544
12991,57107,422560,2013,1,29,2013-01-29,20:51:00,3,AR,5,0,0,0,0,0.02,0.0,33.6486,-91.7432,33.6746,-91.6896,3.57,50,0.059573163
13976,57103,424060,2013,1,29,2013-01-29,18:48:00,3,MS,28,0,0,0,0,0.005,0.0,33.59,-91.02,33.5938,-91.0137,0.45,50,0.007357312
13977,57110,424161,2013,1,29,2013-01-29,21:36:00,3,LA,22,0,2,0,0,0.25,0.0,32.73,-91.57,32.7966,-91.5223,5.37,100,0.081919795
13978,57113,424168,2013,1,29,2013-01-29,23:10:00,3,MS,28,0,1,0,0,0.175,0.0,33.68,-90.8,33.7515,-90.7567,5.53,150,0.083589132
27969,57111,428114,2013,1,29,2013-01-29,21:38:00,3,IL,17,0,0,0,0,0.0,0.0,37.97,-89.11,37.9764,-89.1032,0.58,75,0.009338095
27970,57112,424803,2013,1,29,2013-01-29,22:16:00,3,IL,17,0,2,2,0,0.2,0.0,37.8424,-88.6174,37.8478,-88.6009,0.97,125,0.017361168
27971,57114,424825,2013,1,29,2013-01-29,23:36:00,3,KY,21,0,0,0,0,0.025,0.0,36.5927,-88.4261,36.5998,-88.389,2.12,100,0.03777328
28974,57105,424851,2013,1,29,2013-01-29,20:14:00,3,MO,29,0,1,0,0,0.1,0.0,36.6933,-90.7598,36.6936,-90.755,0.27,100,0.004809367
28975,57106,424852,2013,1,29,2013-01-29,20:45:00,3,MO,29,0,2,0,0,0.06,0.0,36.76,-90.26,36.7939,-90.2156,3.39,100,0.055862074
28976,57108,424853,2013,1,29,2013-01-29,21:13:00,3,MO,29,0,1,0,0,0.25,0.0,37.1847,-89.7693,37.23,-89.6882,5.45,100,0.092894049
28977,57109,424854,2013,1,29,2013-01-29,21:13:00,3,MO,29,0,1,0,0,0.08,0.0,37.3309,-89.7318,37.3309,-89.6082,6.79,100,0.123600035
29986,57098,432081,2013,1,29,2013-01-29,15:14:00,3,MO,29,0,1,0,0,0.0,0.0,38.6622,-91.1273,38.6645,-91.1059,1.17,40,0.02152325
29987,57100,432083,2013,1,29,2013-01-29,15:36:00,3,MO,29,0,0,0,0,0.0,0.0,38.9113,-90.8106,38.9282,-90.7887,1.66,30,0.027662617
30983,57095,422620,2013,1,29,2013-01-29,11:00:00,3,MO,29,0,1,0,0,0.1,0.0,37.8388,-93.8816,37.836,-93.833,2.66,200,0.048680604
30984,57096,422623,2013,1,29,2013-01-29,11:15:00,3,MO,29,0,1,0,0,0.225,0.0,37.9759,-93.6112,38.0246,-93.4664,8.58,400,0.152770225
30985,57099,422601,2013,1,29,2013-01-29,15:34:00,3,AR,5,0,1,0,0,0.5,0.0,36.024,-94.064,36.071,-94.004,4.2,400,0.076216814
30986,57101,422603,2013,1,29,2013-01-29,15:57:00,3,AR,5,0,1,0,0,0.25,0.0,36.295,-93.704,36.302,-93.661,2.0,350,0.043566053
31980,57097,422660,2013,1,29,2013-01-29,14:55:00,3,OK,40,0,1,0,0,0.02,0.0,35.605,-94.498,35.704,-94.394,9.0,700,0.143586241
34975,57094,429858,2013,1,29,2013-01-29,06:48:00,3,OK,40,0,1,0,0,0.2,0.0,36.155,-97.456,36.159,-97.437,1.1,40,0.019416492
15991,57145,434815,2013,1,30,2013-01-30,04:25:00,3,MS,28,0,1,0,0,0.05,0.0,33.8361,-88.3454,33.8855,-88.1674,10.82,300,0.18472785
15992,57149,431306,2013,1,30,2013-01-30,05:18:00,3,AL,1,0,1,0,0,0.0,0.0,33.7264,-87.9037,33.7533,-87.7961,6.5,500,0.110911572
16989,57152,432130,2013,1,30,2013-01-30,05:42:00,3,AL,1,0,0,0,0,0.0,0.0,33.9342,-87.4969,33.9573,-87.4164,4.9,200,0.083748813
16990,57153,432140,2013,1,30,2013-01-30,05:50:00,3,AL,1,0,1,0,0,0.0,0.0,34.0623,-87.3697,34.1115,-87.2008,10.39,1000,0.175920058
16991,57154,432143,2013,1,30,2013-01-30,06:01:00,3,AL,1,0,1,0,0,0.05,0.0,34.2079,-87.1797,34.2362,-87.0744,6.42,300,0.109036629
18984,57155,428260,2013,1,30,2013-01-30,10:12:00,3,GA,13,0,3,17,1,75.0,0.0,34.3411,-84.9527,34.5981,-84.7313,21.78,900,0.339215291
18985,57156,428268,2013,1,30,2013-01-30,11:05:00,3,GA,13,0,1,0,0,0.185,0.0,34.8171,-84.4279,34.9452,-84.2912,11.77,900,0.187340645
18986,57157,422661,2013,1,30,2013-01-30,17:09:00,3,GA,13,0,0,0,0,0.015,0.0,31.3142,-84.3536,31.3196,-84.3344,1.19,25,0.01994493
18987,57158,422667,2013,1,30,2013-01-30,17:12:00,3,GA,13,0,0,0,0,0.001,0.0,31.6405,-84.1608,31.6486,-84.1368,1.51,25,0.025330029
24990,57147,421958,2013,1,30,2013-01-30,04:44:00,3,KY,21,0,0,2,0,0.025,0.0,37.4393,-85.269,37.4404,-85.2671,0.12,50,0.00219545
24991,57151,430757,2013,1,30,2013-01-30,05:30:00,3,KY,21,0,0,0,0,0.005,0.0,37.0598,-84.6052,37.0657,-84.5992,0.5,150,0.008414871
25956,57115,421967,2013,1,30,2013-01-30,00:47:00,3,IN,18,0,0,0,0,0.025,0.0,38.6116,-86.6098,38.6131,-86.6031,0.37,75,0.00686586
25957,57127,421962,2013,1,30,2013-01-30,03:05:00,3,KY,21,0,0,0,0,0.05,0.0,37.9377,-86.1042,37.9452,-86.0877,1.0,200,0.018124574
25958,57128,428690,2013,1,30,2013-01-30,03:05:00,3,TN,47,0,1,0,0,0.25,0.1,36.4798,-86.8111,36.495,-86.7093,5.75,150,0.102928548
25959,57129,428685,2013,1,30,2013-01-30,03:10:00,3,TN,47,0,0,0,0,0.19,0.05,36.3561,-86.7671,36.4136,-86.5709,11.65,75,0.204452227
25960,57130,428683,2013,1,30,2013-01-30,03:12:00,3,TN,47,0,0,1,0,0.15,0.01,36.2115,-86.7689,36.215,-86.7117,3.2,75,0.057306996
25961,57131,432079,2013,1,30,2013-01-30,03:12:00,3,TN,47,0,1,1,0,0.769,0.115,36.5122,-86.7177,36.5366,-86.6146,5.98,100,0.105947988
25962,57132,421949,2013,1,30,2013-01-30,03:17:00,3,IN,18,0,0,0,0,0.115,0.0,38.1286,-85.9146,38.1438,-85.8722,2.67,215,0.045042216
25963,57133,428679,2013,1,30,2013-01-30,03:18:00,3,TN,47,0,0,0,0,0.1,0.01,35.926,-86.863,35.932,-86.828,2.0,75,0.035510573
25964,57134,428678,2013,1,30,2013-01-30,03:23:00,3,TN,47,0,0,0,0,0.225,0.04,36.3336,-86.5463,36.3776,-86.3636,10.61,125,0.18792368
25965,57135,428677,2013,1,30,2013-01-30,03:25:00,3,TN,47,0,2,0,0,1.0,0.1,36.2208,-86.5461,36.248,-86.4722,4.53,150,0.078746767
25966,57136,428676,2013,1,30,2013-01-30,03:34:00,3,TN,47,0,0,0,0,0.065,0.025,36.3974,-86.3425,36.4144,-86.2808,3.63,100,0.063999158
25967,57137,428674,2013,1,30,2013-01-30,03:37:00,3,TN,47,0,0,0,0,0.045,0.035,36.4594,-86.3364,36.4666,-86.2316,5.84,50,0.105047067
25968,57138,421959,2013,1,30,2013-01-30,03:38:00,3,KY,21,0,2,0,0,0.4,0.0,37.0272,-86.241,37.0464,-86.193,2.96,250,0.051697596
25969,57139,428954,2013,1,30,2013-01-30,03:40:00,3,TN,47,0,1,0,0,1.04,0.22,36.282,-86.33,36.3421,-86.1669,10.03,150,0.173820702
25970,57140,428672,2013,1,30,2013-01-30,03:41:00,3,TN,47,0,1,0,0,0.53,0.125,35.739,-86.703,35.759,-86.625,4.59,150,0.080523312
25971,57141,422000,2013,1,30,2013-01-30,03:42:00,3,KY,21,0,1,0,0,0.08,0.0,37.0671,-86.1368,37.0941,-86.0996,2.77,100,0.045965651
25972,57142,428671,2013,1,30,2013-01-30,03:47:00,3,TN,47,0,0,0,0,0.085,0.035,36.4876,-86.1527,36.4978,-86.1406,0.97,50,0.015825616
25973,57143,422025,2013,1,30,2013-01-30,03:49:00,3,KY,21,0,1,0,0,0.0,0.0,36.9433,-86.057,36.9462,-86.0525,0.34,50,0.005353505
25974,57144,428670,2013,1,30,2013-01-30,04:01:00,3,TN,47,0,0,0,0,0.175,0.075,36.5488,-85.9216,36.5557,-85.8954,1.53,75,0.027093364
25975,57146,428669,2013,1,30,2013-01-30,04:29:00,3,TN,47,0,0,0,0,0.075,0.075,35.8431,-86.0758,35.8667,-85.9607,6.65,200,0.117494585
25976,57148,423532,2013,1,30,2013-01-30,04:46:00,3,TN,47,0,1,0,0,0.0,0.0,35.0987,-86.7846,35.1287,-86.6986,5.28,250,0.091082405
25977,57150,428668,2013,1,30,2013-01-30,05:26:00,3,TN,47,0,0,0,0,0.05,0.01,35.4868,-86.0789,35.5036,-86.0003,4.57,75,0.080375391
26957,57116,424828,2013,1,30,2013-01-30,01:36:00,3,KY,21,0,2,0,0,0.15,0.0,36.68,-87.56,36.6993,-87.5317,2.06,200,0.034254644
26958,57117,424830,2013,1,30,2013-01-30,01:39:00,3,KY,21,0,1,0,0,0.25,0.0,36.7342,-87.48,36.7961,-87.3595,7.92,225,0.135469072
26959,57118,424832,2013,1,30,2013-01-30,02:00:00,3,KY,21,0,2,0,0,0.25,0.0,37.0595,-87.0544,37.12,-87.0,5.14,325,0.081361004
26960,57119,428320,2013,1,30,2013-01-30,02:12:00,3,TN,47,0,1,0,0,0.2,0.05,35.9676,-87.8028,35.9764,-87.7627,2.32,150,0.041054243
26961,57120,428321,2013,1,30,2013-01-30,02:26:00,3,TN,47,0,2,0,0,0.5,0.1,35.7771,-87.6505,35.7778,-87.5973,2.98,300,0.05320462
26962,57121,428331,2013,1,30,2013-01-30,02:32:00,3,TN,47,0,1,0,0,0.45,0.2,35.4324,-87.7834,35.5128,-87.5318,15.23,100,0.264133977
26963,57122,428698,2013,1,30,2013-01-30,02:45:00,3,TN,47,0,0,0,0,0.1,0.075,36.0804,-87.2217,36.11,-87.0972,7.25,100,0.127970383
26964,57123,428696,2013,1,30,2013-01-30,02:52:00,3,TN,47,0,0,1,0,0.05,0.015,36.2761,-87.0583,36.2785,-87.0553,0.24,75,0.003841875
26965,57124,432103,2013,1,30,2013-01-30,02:59:00,3,TN,47,0,2,0,0,0.75,0.25,36.4389,-86.9095,36.4673,-86.8274,4.97,200,0.086873321
26966,57125,428695,2013,1,30,2013-01-30,03:00:00,3,TN,47,0,0,0,0,0.01,0.015,36.3273,-86.915,36.3432,-86.8172,5.55,50,0.099084083
26967,57126,428694,2013,1,30,2013-01-30,03:01:00,3,TN,47,0,0,0,0,0.06,0.01,35.8841,-87.1233,35.8866,-87.1071,0.92,75,0.01639177
10980,57159,437484,2013,2,10,2013-02-10,09:15:00,3,TX,48,0,0,1,0,0.05,0.0,30.707,-94.871,30.7075,-94.8624,0.51,30,0.008614526
14986,57160,432804,2013,2,10,2013-02-10,15:39:00,3,MS,28,0,1,0,0,0.075,0.0,31.4728,-90.0118,31.4819,-89.9872,1.58,140,0.02622919
14987,57161,432823,2013,2,10,2013-02-10,16:23:00,3,MS,28,0,2,3,0,0.375,0.0,31.1091,-89.9209,31.2131,-89.6399,18.13,400,0.299628181
15993,57162,435030,2013,2,10,2013-02-10,17:00:00,3,AL,1,0,1,0,0,0.06,0.0,31.5446,-88.1577,31.6199,-87.933,14.25,200,0.236981455
15994,57163,433413,2013,2,10,2013-02-10,17:03:00,3,MS,28,0,4,71,0,38.525,0.0,31.2802,-89.4665,31.3693,-89.121,21.65,1320,0.356804048
15995,57164,435035,2013,2,10,2013-02-10,17:26:00,3,AL,1,0,1,0,0,0.01,0.0,31.6208,-87.8536,31.627,-87.8399,0.91,80,0.015037624
15996,57165,434609,2013,2,10,2013-02-10,18:46:00,3,MS,28,0,1,0,0,0.1,0.0,31.533,-88.6654,31.5786,-88.6662,3.15,250,0.045607027
15997,57166,435001,2013,2,10,2013-02-10,19:14:00,3,MS,28,0,1,0,0,0.05,0.0,31.6263,-88.5408,31.6417,-88.4912,3.11,200,0.051935744
987,57167,437145,2013,2,14,2013-02-14,15:33:00,3,FL,12,0,0,0,0,0.001,0.0,26.513,-80.0771,26.5132,-80.0768,0.03,10,0.000360556
10981,57168,437487,2013,2,18,2013-02-18,14:03:00,3,TX,48,0,1,0,0,0.15,0.0,30.4897,-94.9543,30.4913,-94.9449,0.57,30,0.009535201
10982,57171,427997,2013,2,18,2013-02-18,17:13:00,3,TX,48,0,0,0,0,0.0,0.0,32.3099,-94.7978,32.3152,-94.787,0.73,30,0.012030381
10983,57172,427998,2013,2,18,2013-02-18,17:18:00,3,TX,48,0,0,0,0,0.0,0.0,32.319,-94.7338,32.319,-94.7338,0.01,20,0
10984,57173,428000,2013,2,18,2013-02-18,17:27:00,3,TX,48,0,0,0,0,0.0,0.0,32.3047,-94.6639,32.3059,-94.6374,1.55,30,0.026527163
10985,57174,427858,2013,2,18,2013-02-18,17:27:00,3,TX,48,0,0,0,0,0.0,0.0,32.0183,-94.921,32.0128,-94.901,1.23,15,0.020742473
10986,57175,427859,2013,2,18,2013-02-18,17:48:00,3,TX,48,0,1,0,0,0.03,0.0,31.9662,-94.7597,31.9509,-94.7313,1.97,60,0.032259115
10987,57176,428003,2013,2,18,2013-02-18,17:57:00,3,TX,48,0,0,0,0,0.0,0.0,32.2991,-94.4192,32.3025,-94.3991,1.2,50,0.020385539
10988,57177,427861,2013,2,18,2013-02-18,18:01:00,3,TX,48,0,0,0,0,0.0,0.0,31.9619,-94.663,31.9619,-94.663,0.01,10,0
10989,57178,428004,2013,2,18,2013-02-18,18:05:00,3,TX,48,0,0,0,0,0.0,0.0,32.2831,-94.3466,32.2847,-94.3328,0.81,30,0.013892447
10990,57181,427862,2013,2,18,2013-02-18,18:12:00,3,TX,48,0,0,0,0,0.005,0.0,31.9279,-94.5935,31.9279,-94.5935,0.01,20,0
10991,57182,428005,2013,2,18,2013-02-18,18:13:00,3,TX,48,0,0,0,0,0.0,0.0,32.2893,-94.2826,32.2893,-94.2826,0.01,10,0
10992,57183,427863,2013,2,18,2013-02-18,18:19:00,3,TX,48,0,1,0,0,0.01,0.0,31.9243,-94.5265,31.9243,-94.5265,0.01,20,0
10993,57184,428006,2013,2,18,2013-02-18,18:19:00,3,TX,48,0,0,0,0,0.0,0.0,32.2578,-94.2343,32.2578,-94.2343,0.01,20,0
10994,57185,428119,2013,2,18,2013-02-18,18:37:00,3,TX,48,0,0,0,0,0.0,0.0,31.9097,-94.397,31.9097,-94.397,0.01,10,0
11972,57169,427857,2013,2,18,2013-02-18,14:38:00,3,LA,22,0,0,0,0,0.0,0.0,31.9255,-93.685,31.9399,-93.6548,2.03,10,0.033457443
11973,57170,427864,2013,2,18,2013-02-18,15:30:00,3,AR,5,0,0,0,0,0.0,0.0,33.3151,-93.7549,33.3151,-93.7549,0.01,20,0
11974,57179,428117,2013,2,18,2013-02-18,18:05:00,3,LA,22,0,0,0,0,0.0,0.0,32.7369,-93.8867,32.7369,-93.8867,0.01,25,0
11975,57180,428118,2013,2,18,2013-02-18,18:08:00,3,LA,22,0,0,0,0,0.0,0.0,32.72,-93.8347,32.72,-93.8347,0.01,20,0
41982,57186,426457,2013,2,19,2013-02-19,15:28:00,3,CA,6,0,0,0,0,0.02,0.0,40.0531,-122.143,40.0464,-122.147,0.5,50,0.007803205
41983,57187,426458,2013,2,19,2013-02-19,16:00:00,3,CA,6,0,0,0,0,0.0,0.0,39.2448,-122.256,39.243,-122.252,0.26,50,0.004386343
11976,57188,428124,2013,2,21,2013-02-21,13:10:00,3,TX,48,0,1,2,1,0.25,0.0,31.3157,-93.9751,31.3442,-93.9072,4.47,150,0.073638731
11977,57189,435103,2013,2,21,2013-02-21,14:58:00,3,LA,22,0,1,0,0,0.005,0.0,31.325,-93.111,31.3844,-93.0365,2.44,50,0.095281763
13979,57190,431412,2013,2,21,2013-02-21,17:12:00,3,LA,22,0,1,0,0,0.075,0.0,31.6766,-91.55,31.6817,-91.5002,2.95,75,0.050060477
14988,57191,431373,2013,2,21,2013-02-21,22:31:00,3,MS,28,0,2,0,0,0.175,0.0,31.4481,-89.8583,31.4996,-89.7707,6.27,400,0.101617002
14989,57192,431378,2013,2,21,2013-02-21,23:00:00,3,MS,28,0,0,0,0,0.015,0.0,31.5723,-89.5885,31.5738,-89.5773,0.67,75,0.011300003
13980,57193,429927,2013,2,24,2013-02-24,20:30:00,3,LA,22,0,0,0,0,0.05,0.0,29.6835,-90.5645,29.7115,-90.5683,1.95,25,0.028256686
13981,57195,429938,2013,2,25,2013-02-25,16:41:00,3,LA,22,0,1,0,0,0.1,0.0,29.5673,-90.6987,29.5733,-90.6844,0.95,30,0.015507745
18988,57194,427247,2013,2,25,2013-02-25,12:22:00,3,FL,12,0,0,0,0,0.0,0.0,29.6831,-84.8796,29.6831,-84.8796,0.01,20,0
1990,57196,429179,2013,2,26,2013-02-26,10:12:00,3,FL,12,0,0,0,0,0.035,0.0,27.9373,-82.4552,27.9442,-82.4461,0.73,50,0.011420161
22990,57197,433334,2013,2,26,2013-02-26,19:18:00,3,NC,37,0,0,0,0,0.045,0.0,35.5817,-78.2475,35.5852,-78.2399,0.49,75,0.008367199
19993,57198,428334,2013,3,5,2013-03-05,18:02:00,3,GA,13,0,1,0,0,0.25,0.0,33.2693,-82.6114,33.2742,-82.5854,1.54,150,0.026457709
16992,57203,439535,2013,3,18,2013-03-18,13:10:00,3,AL,1,0,0,0,0,0.0,0.0,34.7293,-87.4954,34.7281,-87.4673,1.6,100,0.028125619
17991,57204,439551,2013,3,18,2013-03-18,14:41:00,3,AL,1,0,2,7,0,0.0,0.0,34.2687,-86.1326,34.2692,-86.059,4.21,220,0.073601719
17992,57205,439598,2013,3,18,2013-03-18,14:41:00,3,AL,1,0,1,3,0,0.0,0.0,34.2048,-86.1525,34.1913,-86.0144,7.95,300,0.138758319
17993,57206,439579,2013,3,18,2013-03-18,14:43:00,3,AL,1,0,2,0,0,0.0,0.0,34.463,-85.9917,34.4725,-85.8879,5.95,350,0.104233853
18989,57207,436984,2013,3,18,2013-03-18,16:10:00,3,GA,13,0,2,0,0,0.285,0.0,33.1437,-84.6765,33.0898,-84.4549,13.34,300,0.228060957
19994,57208,429772,2013,3,18,2013-03-18,19:01:00,3,GA,13,0,1,0,0,0.12,0.0,32.9617,-82.1649,32.9313,-82.0708,5.85,220,0.098888703
25978,57201,440026,2013,3,18,2013-03-18,10:47:00,3,TN,47,0,0,0,0,0.05,0.0,35.5844,-86.6593,35.6046,-86.5946,3.89,50,0.067780031
25979,57202,439764,2013,3,18,2013-03-18,11:12:00,3,TN,47,0,0,0,0,0.05,0.0,35.7059,-86.3512,35.7264,-86.2891,3.8,100,0.065396196
26968,57199,439941,2013,3,18,2013-03-18,06:40:00,3,TN,47,0,1,0,0,0.325,0.0,36.1859,-87.6281,36.2316,-87.4463,10.62,150,0.187455992
26969,57200,439765,2013,3,18,2013-03-18,10:22:00,3,TN,47,0,0,0,0,0.05,0.0,35.4953,-86.9464,35.5082,-86.8824,3.7,50,0.065287154
44991,57209,432506,2013,3,19,2013-03-19,16:00:00,3,NE,31,0,0,0,0,0.0,0.0,40.7366,-98.73,40.7339,-98.7195,0.58,10,0.010841589
41984,57210,442970,2013,3,21,2013-03-21,18:00:00,3,WA,53,0,0,0,0,0.01,0.0,45.75,-122.45,45.75,-122.45,0.01,10,0
24992,57211,432157,2013,3,24,2013-03-24,15:40:00,3,KY,21,0,1,0,0,0.1,0.0,37.0651,-84.5999,37.0679,-84.5944,0.36,80,0.006171711
43989,57212,434964,2013,3,29,2013-03-29,17:02:00,3,NE,31,0,0,0,0,0.0,0.0,41.1103,-101.196,41.1094,-101.19,0.32,25,0.006067126
43990,57213,434967,2013,3,29,2013-03-29,17:06:00,3,NE,31,0,0,0,0,0.0,0.0,41.1281,-101.129,41.1276,-101.127,0.11,20,0.002061553
31981,57214,432342,2013,3,30,2013-03-30,20:35:00,3,OK,40,0,0,0,0,0.03,0.0,35.8076,-95.3016,35.815,-95.2855,1.1,200,0.017719202
31982,57215,432339,2013,3,30,2013-03-30,22:20:00,3,OK,40,0,1,0,0,0.1,0.0,35.427,-94.81,35.425,-94.804,0.5,175,0.006324557
5991,57216,432784,2013,4,1,2013-04-01,15:40:00,3,TX,48,0,1,0,0,0.005,0.0,34.4319,-101.225,34.4241,-101.187,1.84,100,0.038792276
41985,57217,439895,2013,4,4,2013-04-04,19:59:00,3,CA,6,0,0,0,0,0.0,0.0,40.1541,-122.219,40.158,-122.204,0.82,50,0.015498711
988,57218,450025,2013,4,5,2013-04-05,00:10:00,3,FL,12,0,0,0,0,0.03,0.0,24.6352,-81.3474,24.649,-81.3278,1.56,80,0.023970822
36982,57219,438660,2013,4,7,2013-04-07,17:38:00,3,KS,20,0,0,0,0,0.0,0.0,39.0867,-99.0014,39.0911,-98.9944,0.48,50,0.008268013
38985,57220,439788,2013,4,8,2013-04-08,18:17:00,3,CO,8,0,0,0,0,0.0,0.0,39.57,-102.1,39.57,-102.1,0.1,10,0
38986,57224,439870,2013,4,8,2013-04-08,21:06:00,3,NE,31,0,1,0,0,0.25,0.0,40.0656,-101.458,40.0746,-101.454,0.75,75,0.00984886
39980,57221,447028,2013,4,8,2013-04-08,19:24:00,3,CO,8,0,0,0,0,0.0,0.0,40.16,-103.4,40.16,-103.4,0.1,50,0
39981,57222,447029,2013,4,8,2013-04-08,19:42:00,3,CO,8,0,0,0,0,0.0,0.0,39.96,-103.32,39.96,-103.32,0.2,50,0
39982,57223,447033,2013,4,8,2013-04-08,20:51:00,3,CO,8,0,0,0,0,0.0,0.0,40.16,-103.36,40.16,-103.36,0.1,50,0
13982,57231,434173,2013,4,10,2013-04-10,19:26:00,3,AR,5,0,1,0,0,0.5,0.0,33.8242,-91.6849,33.9016,-91.614,6.72,400,0.104964636
28978,57229,444534,2013,4,10,2013-04-10,19:00:00,3,MO,29,0,2,2,0,4.0,0.0,38.7608,-90.4297,38.8033,-90.3193,6.75,500,0.118298001
28979,57230,444523,2013,4,10,2013-04-10,19:10:00,3,MO,29,0,0,0,0,0.0,0.0,38.6099,-90.2867,38.6116,-90.2827,0.25,50,0.004346263
28980,57232,438010,2013,4,10,2013-04-10,19:58:00,3,MO,29,0,0,0,0,0.02,0.0,36.6886,-90.3234,36.7075,-90.3028,1.73,75,0.027956579
28981,57233,438011,2013,4,10,2013-04-10,20:05:00,3,MO,29,0,0,0,0,0.04,0.0,36.8005,-90.1256,36.809,-90.1,1.53,50,0.026974254
29988,57226,434171,2013,4,10,2013-04-10,16:07:00,3,AR,5,0,1,0,0,0.2,0.0,35.7494,-92.2844,35.8066,-92.2622,4.14,300,0.061356999
29989,57227,434172,2013,4,10,2013-04-10,16:44:00,3,AR,5,0,2,0,0,0.35,0.0,36.0054,-92.0971,36.0208,-92.0857,1.24,100,0.01916038
29990,57228,444410,2013,4,10,2013-04-10,18:38:00,3,MO,29,0,1,0,0,0.0,0.0,38.5883,-90.7869,38.5964,-90.7647,1.32,200,0.023631552
30987,57225,434170,2013,4,10,2013-04-10,15:20:00,3,AR,5,0,2,5,0,3.5,0.0,35.489,-92.574,35.7253,-92.4743,17.26,800,0.256471841
14990,57235,435731,2013,4,11,2013-04-11,12:05:00,3,LA,22,0,1,0,0,0.1,0.0,30.278,-89.8921,30.3534,-89.7739,8.76,120,0.14020132
15998,57234,439748,2013,4,11,2013-04-11,10:35:00,3,MS,28,0,3,9,1,1.2,0.0,32.6393,-88.8665,33.4142,-88.1995,66.35,1320,1.022428233
15999,57244,435326,2013,4,11,2013-04-11,16:29:00,3,AL,1,0,1,0,0,1.5,0.0,30.5131,-88.1456,30.5185,-88.1336,0.81,75,0.013159031
16993,57236,449838,2013,4,11,2013-04-11,13:45:00,3,AL,1,0,1,0,0,0.0,0.0,33.9197,-87.5361,33.9628,-87.4577,5.49,500,0.08946605
16994,57237,449840,2013,4,11,2013-04-11,13:57:00,3,AL,1,0,1,0,0,0.0,0.0,34.0128,-87.4332,34.0346,-87.394,2.63,250,0.044853997
16995,57238,449841,2013,4,11,2013-04-11,14:10:00,3,AL,1,0,1,0,0,0.0,0.0,34.1421,-87.3203,34.159,-87.3199,1.17,300,0.016904737
16996,57239,449842,2013,4,11,2013-04-11,14:26:00,3,AL,1,0,1,1,0,0.0,0.0,34.1931,-87.1196,34.1984,-87.1218,0.38,50,0.005738468
16997,57240,449847,2013,4,11,2013-04-11,15:18:00,3,AL,1,0,1,0,0,0.0,0.0,32.8455,-87.1709,33.0034,-86.8788,20.16,800,0.332046498
17994,57241,448848,2013,4,11,2013-04-11,15:20:00,3,AL,1,0,1,0,0,0.0,0.0,34.6146,-86.6387,34.6651,-86.5405,6.58,300,0.110424165
17995,57242,448850,2013,4,11,2013-04-11,15:32:00,3,AL,1,0,1,0,0,0.0,0.0,34.7017,-86.5049,34.7148,-86.4876,1.34,75,0.021700235
17996,57243,444574,2013,4,11,2013-04-11,16:23:00,3,GA,13,0,0,0,0,0.03,0.0,33.675,-85.305,33.735,-85.237,5.7,150,0.090686295
17997,57247,449849,2013,4,11,2013-04-11,19:34:00,3,AL,1,0,2,1,0,0.0,0.0,32.5327,-85.7365,32.5967,-85.6934,5.09,200,0.077159658
18990,57245,444584,2013,4,11,2013-04-11,17:01:00,3,GA,13,0,0,0,0,0.015,0.0,33.988,-84.995,33.993,-84.993,0.36,25,0.005385167
18991,57246,444568,2013,4,11,2013-04-11,19:23:00,3,GA,13,0,1,0,0,0.325,0.0,34.4515,-83.93,34.4879,-83.8744,4.07,250,0.066455416
